section_data_set_database_id,gene_name,gene_acronym,gene_entrez id,gene_database id,probe_name,probe_database_id,energy_file_name,reference_space_database_id,reference_space_name,annotation_file_name,atlas_file_name,classifications
100074990,zinc fingers and homeoboxes 1,Zhx1,22770,22527,RP_071211_01_C07,79707982,100074990_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074497,"glycine receptor, alpha 1 subunit",Glra1,14654,14430,RP_081030_02_D06,1003175,100074497_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Neurological system process/Ion channel activity/GABA receptor/Ligand-gated ion channel activity
100074464,bone morphogenetic protein 7,Bmp7,12162,11948,RP_090205_02_E03,1003848,100074464_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,TGF-beta signaling pathway
100072256,fibroblast growth factor binding protein 1,Fgfbp1,14181,13958,RP_080912_04_B12,81188511,100072256_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100072231,"collagen, type XXIV, alpha 1",Col24a1,71355,47196,RP_080701_03_G02,81096485,100072231_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074212,fibroblast growth factor 14,Fgf14,14169,13946,RP_081002_02_B11,1002619,100074212_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/MAPKKK cascade/FGF signaling pathway
100074946,netrin G2,Ntng2,171171,82364,RP_080618_04_H09,1000788,100074946_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074279,mindbomb homolog 1 (Drosophila),Mib1,225164,86214,RP_081030_02_D04,1003173,100074279_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074501,cell adhesion molecule with homology to L1CAM,Chl1,12661,12446,RP_090205_01_A07,1003831,100074501_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074197,predicted gene 6753,Gm6753,627415,156642,RP_081002_02_A01,1002597,100074197_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074236,"phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)",Pik3r1,18708,18473,RP_081030_01_B01,1003219,100074236_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Hypoxia response via HIF activation/PDGF signaling pathway
100072246,amyloid beta (A4) precursor protein,App,11820,11607,RP_080916_01_E07,1002466,100072246_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Alzheimer disease presenilin pathway/Alzheimer disease amyloid secretase pathway
100074492,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",Sema3c,20348,20111,RP_081030_02_E08,1003189,100074492_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074999,zinc fingers and homeoboxes 2,Zhx2,387609,122629,RP_071206_04_E11,79692965,100074999_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100073403,glial fibrillary acidic protein,Gfap,14580,14356,RP_080916_03_G07,1002332,100073403_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074701,homeobox D10,Hoxd10,15430,15205,RP_071127_02_D08,79599387,100074701_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor
100074263,notch 4,Notch4,18132,17899,RP_080630_01_C04,81094105,100074263_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Alzheimer disease presenilin pathway/Transcription factor/Notch signaling pathway
100074190,"lectin, mannose-binding 1 like",Lman1l,235416,88047,RP_081002_02_E08,1002652,100074190_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100073399,reelin,Reln,19699,19462,RP_080916_04_A08,1002357,100073399_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074710,myeloblastosis oncogene,Myb,17863,17630,RP_071127_01_G11,79599167,100074710_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074261,vascular endothelial growth factor B,Vegfb,22340,22097,RP_080215_04_F02,80656337,100074261_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Stress response/MAPKKK cascade
100074986,breast cancer anti-estrogen resistance 1,Bcar1,12927,12710,RP_071211_02_G02,79708514,100074986_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100073410,hypocretin,Hcrt,15171,14947,RP_080916_03_C09,1002287,100073410_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process
100072249,"PTPRF interacting protein, binding protein 1 (liprin beta 1)",Ppfibp1,67533,43376,RP_080701_02_A02,81095881,100072249_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074216,frequently rearranged in advanced T cell lymphomas,Frat1,14296,14072,RP_081002_02_C07,1002627,100074216_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Wnt signaling pathway
100073374,"catenin (cadherin associated protein), beta 1",Ctnnb1,12387,12172,RP_081002_01_B07,1002707,100073374_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Alzheimer disease presenilin pathway/Wnt signaling pathway/Cadherin signaling pathway
100074272,roundabout homolog 3 (Drosophila),Robo3,19649,19412,RP_080701_01_G02,81095785,100074272_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074717,BarH-like homeobox 2,Barx2,12023,11809,RP_071126_04_B05,79537577,100074717_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor
100072223,secreted frizzled-related protein 4,Sfrp4,20379,20142,RP_080912_02_A01,81187695,100072223_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,G-protein coupled receptor/Wnt signaling pathway
100074945,"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound",Xpnpep2,170745,82048,RP_080619_01_C08,1000823,100074945_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100072251,nuclear factor of activated T cells 5,Nfat5,54446,33737,RP_080702_02_A08,81097325,100072251_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Stress response/Transcription factor/Inflammation mediated by chemokine and cytokine signaling pathway
100074278,forkhead box C1,Foxc1,17300,17069,RP_081030_02_D02,1003171,100074278_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Neurological system process/Transcription factor/TGF-beta signaling pathway
100074489,"cripto, FRL-1, cryptic family 1",Cfc1,12627,12412,RP_081030_02_F01,1003194,100074489_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074221,myostatin,Mstn,17700,17467,RP_081002_02_D02,1002634,100074221_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,TGF-beta signaling pathway
100072226,Eph receptor A1,Epha1,13835,13613,RP_080912_03_E09,81188275,100072226_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100072258,growth differentiation factor 10,Gdf10,14560,14336,RP_080701_04_A04,81096585,100072258_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,TGF-beta signaling pathway
100072221,kringle containing transmembrane protein 1,Kremen1,84035,58251,RP_080912_04_F12,81188671,100072221_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Wnt signaling pathway
100072227,glial cell line derived neurotrophic factor family receptor alpha 3,Gfra3,14587,14363,RP_080916_01_C12,1002447,100072227_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074697,homeobox B2,Hoxb2,103889,68056,RP_071127_03_E01,79599759,100074697_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor
100073396,synaptotagmin X,Syt10,54526,33817,RP_080916_04_C01,1002373,100073396_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/Neurotransmitter secretion
100074995,DNA methyltransferase (cytosine-5) 1,Dnmt1,13433,13212,RP_071206_04_G01,79693021,100074995_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100072181,apoptosis-associated tyrosine kinase,Aatk,11302,11138,RP_080619_04_D03,1001114,100072181_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100072270,"glutamate receptor, metabotropic 1",Grm1,14816,14592,RP_080916_01_E11,1002470,100072270_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/G-protein coupled receptor
100074270,MAD homolog 4 (Drosophila),Smad4,17128,16898,RP_081016_01_B03,1002994,100074270_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor/TGF-beta signaling pathway/Wnt signaling pathway
100072266,frizzled homolog 2 (Drosophila),Fzd2,57265,36541,RP_080912_03_F07,81188315,100072266_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Alzheimer disease presenilin pathway/G-protein coupled receptor/Wnt signaling pathway/Cadherin signaling pathway
100072265,CXXC finger 4,Cxxc4,319478,106413,RP_080912_02_G06,81187983,100072265_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100072234,GATA binding protein 2,Gata2,14461,14237,RP_080807_04_G07,81026480,100072234_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074949,adenosine A2a receptor,Adora2a,11540,11327,RP_080617_02_G01,1000206,100074949_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Stress response/Neurological system process/G-protein coupled receptor
100074968,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1,Pcbd1,13180,12960,RP_071128_04_C08,79601551,100074968_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074687,RAR-related orphan receptor gamma,Rorc,19885,19648,RP_071128_02_B05,79600751,100074687_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Stress response/Transcription factor/Hypoxia response via HIF activation
100072242,leukocyte tyrosine kinase,Ltk,17005,16775,RP_080702_01_B05,81096993,100072242_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074220,frizzled homolog 8 (Drosophila),Fzd8,14370,14146,RP_081002_02_C12,1002632,100074220_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Alzheimer disease presenilin pathway/G-protein coupled receptor/Wnt signaling pathway/Cadherin signaling pathway
100072225,fibroblast growth factor 10,Fgf10,14165,13942,RP_080912_02_D02,81187835,100072225_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/MAPKKK cascade/FGF signaling pathway
100073409,corticotropin releasing hormone,Crh,12918,12701,RP_080916_03_D01,1002291,100073409_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Stress response/Neurological system process
100074252,"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",Slc6a3,13162,12942,RP_080916_03_C11,1002289,100074252_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/Parkinson disease
100074704,aryl hydrocarbon receptor nuclear translocator-like,Arntl,11865,11652,RP_071127_02_C03,79599323,100074704_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074512,eyes absent 4 homolog (Drosophila),Eya4,14051,13828,RP_080916_04_E10,1002406,100074512_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process
100074956,RAS p21 protein activator 2,Rasa2,114713,77440,RP_080616_02_F09,81008335,100074956_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,FGF signaling pathway/PDGF signaling pathway/EGF receptor signaling pathway
100073377,receptor tyrosine kinase-like orphan receptor 2,Ror2,26564,26311,RP_081002_01_B04,1002704,100073377_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074960,"glycine receptor, alpha 4 subunit",Glra4,14657,14433,RP_080610_02_E12,81006799,100074960_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Neurological system process/Ion channel activity/GABA receptor/Ligand-gated ion channel activity
100074222,"glutamate receptor, ionotropic, NMDA2C (epsilon 3)",Grin2c,14813,14589,RP_081002_02_D04,1002636,100074222_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/Ion channel activity/Ligand-gated ion channel activity/Huntington disease
100072200,"ras homolog gene family, member A",Rhoa,11848,11635,RP_080624_02_E11,1001700,100072200_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Inflammation mediated by chemokine and cytokine signaling pathway/PDGF signaling pathway
100073402,period homolog 2 (Drosophila),Per2,18627,18393,RP_080916_03_G08,1002333,100073402_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100073380,ret proto-oncogene,Ret,19713,19476,RP_081002_01_A11,1002699,100073380_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074495,empty spiracles homolog 2 (Drosophila),Emx2,13797,13575,RP_081030_02_D10,1003179,100074495_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor
100072253,cathepsin R,Ctsr,56835,36114,RP_080912_01_E10,81187583,100072253_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074218,frizzled homolog 3 (Drosophila),Fzd3,14365,14141,RP_081002_02_C09,1002629,100074218_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Alzheimer disease presenilin pathway/G-protein coupled receptor/Wnt signaling pathway/Cadherin signaling pathway
100072178,growth differentiation factor 11,Gdf11,14561,14337,RP_080701_01_D11,81095677,100072178_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,TGF-beta signaling pathway
100074477,forkhead box C2,Foxc2,14234,14011,RP_090205_01_A12,1003834,100074477_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Neurological system process/Transcription factor/TGF-beta signaling pathway
100072207,estrogen-related receptor gamma,Esrrg,26381,26129,RP_080619_04_F07,1001142,100072207_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074265,histidine decarboxylase,Hdc,15186,14962,RP_081030_01_A09,1003215,100074265_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100073412,wingless-related MMTV integration site 3,Wnt3,22415,22172,RP_080916_03_C05,1002283,100073412_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Alzheimer disease presenilin pathway/Wnt signaling pathway/Cadherin signaling pathway
100072235,gastrulation brain homeobox 2,Gbx2,14472,14248,RP_080807_04_G08,81026484,100072235_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor
100072244,secreted frizzled-related protein 1,Sfrp1,20377,20140,RP_080912_04_D10,81188579,100072244_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,G-protein coupled receptor/Wnt signaling pathway
100074468,tachykinin 1,Tac1,21333,21094,RP_090205_01_C05,1003844,100074468_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074257,"phospholipase C, delta 1",Plcd1,18799,18563,RP_081016_01_B12,1003003,100074257_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Inflammation mediated by chemokine and cytokine signaling pathway
100074181,left-right determination factor 2,Lefty2,320202,107137,RP_081002_02_E07,1002651,100074181_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,TGF-beta signaling pathway
100072216,anaplastic lymphoma kinase,Alk,11682,11469,RP_080630_03_F11,81095025,100072216_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074251,frizzled homolog 6 (Drosophila),Fzd6,14368,14144,RP_080916_03_A08,1002263,100074251_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Alzheimer disease presenilin pathway/G-protein coupled receptor/Wnt signaling pathway/Cadherin signaling pathway
100074224,heparin-binding EGF-like growth factor,Hbegf,15200,14976,RP_081002_02_D06,1002638,100074224_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,EGF receptor signaling pathway
100074184,Kv channel-interacting protein 2,Kcnip2,80906,56676,RP_081002_02_E05,1002649,100074184_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/Calcium-mediated signaling
100074694,nuclear factor I/X,Nfix,18032,17799,RP_071127_04_A07,79599955,100074694_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100073415,distal-less homeobox 1,Dlx1,13390,13169,RP_080916_03_A01,1002256,100073415_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074959,G protein-coupled receptor kinase 4,Grk4,14772,14548,RP_080610_02_F03,81006811,100074959_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/Inflammation mediated by chemokine and cytokine signaling pathway
100074244,persephin,Pspn,19197,18960,RP_081002_02_G01,1002669,100074244_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Neurological system process
100074470,relaxin 3,Rln3,212108,84379,RP_090205_01_C03,1003842,100074470_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100072236,ephrin B1,Efnb1,13641,13419,RP_080912_02_A11,81187735,100072236_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100073378,neuropeptide Y,Npy,109648,73806,RP_081002_01_B02,1002702,100073378_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074693,v-rel reticuloendotheliosis viral oncogene homolog A (avian),Rela,19697,19460,RP_071127_04_C03,79600035,100074693_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor/Inflammation mediated by chemokine and cytokine signaling pathway/NF-kappaB Cascade
100072205,glutathione peroxidase 3,Gpx3,14778,14554,RP_080619_04_D10,1001121,100072205_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Stress response
100074991,synovial sarcoma translocation gene on chromosome 18-like 1,Ss18l1,269397,92739,RP_071211_01_B07,79707934,100074991_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100072238,frizzled homolog 1 (Drosophila),Fzd1,14362,14138,RP_080912_02_E09,81187903,100072238_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Alzheimer disease presenilin pathway/G-protein coupled receptor/Wnt signaling pathway/Cadherin signaling pathway
100074225,hypocretin (orexin) receptor 1,Hcrtr1,230777,87114,RP_081002_02_D07,1002639,100074225_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/G-protein coupled receptor
100074488,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,Ddx5,13207,12987,RP_081030_02_F02,1003195,100074488_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100073406,GSG1-like,Gsg1l,269994,92892,RP_080916_03_F12,1002325,100073406_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074253,R-spondin 3 homolog (Xenopus laevis),Rspo3,72780,48621,RP_081030_02_C10,1003167,100074253_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100072268,Meis homeobox 2,Meis2,17536,17303,RP_080916_02_A10,1002490,100072268_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor
100072257,Eph receptor A5,Epha5,13839,13617,RP_080701_03_G05,81096497,100072257_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074264,annexin A2,Anxa2,12306,12091,RP_081030_01_A07,1003213,100074264_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100073389,notch 3,Notch3,18131,17898,RP_080916_04_D11,1002395,100073389_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Alzheimer disease presenilin pathway/Transcription factor/Notch signaling pathway
100074955,BAI1-associated protein 3,Baiap3,545192,144469,RP_080616_02_H08,81008407,100074955_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074957,paternally expressed 12,Peg12,27412,27157,RP_080610_04_D03,81007467,100074957_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074187,"nuclear receptor subfamily 2, group F, member 1",Nr2f1,13865,13643,RP_081002_02_F05,1002661,100074187_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/Transcription factor
